color,line,org,org_lat,org_lon,dst,dst_lat,dst_lon,dist
#003CA6,T1,LES COURTILLES,48.930113627,2.2831879628,QUATRE ROUTES,48.927404367,2.2745983949,0.4335969034
#CF009E,T2,PONT DE BEZONS,48.923325386,2.2173115375,PARC PIERRE LAGRAVERE,48.917580644,2.2244020004,0.511709172
#CF009E,T2,PARC PIERRE LAGRAVERE,48.917580644,2.2244020004,VICTOR BASCH,48.913757224,2.2298643857,0.3628960536
#CF009E,T2,VICTOR BASCH,48.913757224,2.2298643857,JACQUELINE AURIOL,48.910687372,2.2340701231,0.2858214491
#CF009E,T2,JACQUELINE AURIOL,48.910687372,2.2340701231,CHARLEBOURG,48.907437579,2.2382211718,0.2935647655
#CF009E,T2,CHARLEBOURG,48.907437579,2.2382211718,LES FAUVELLES,48.902432659,2.2392940456,0.3492830008
#CF009E,T2,LES FAUVELLES,48.902432659,2.2392940456,FAUBOURG DE L'ARCHE,48.896807298,2.2399998438,0.3900475437
#CF009E,T2,FAUBOURG DE L'ARCHE,48.896807298,2.2399998438,LA DEFENSE,48.893066505,2.2374172216,0.2840162517
#CF009E,T2,LA DEFENSE,48.893066505,2.2374172216,PUTEAUX,48.882997246,2.2332258571,0.7215355156
#CF009E,T2,PUTEAUX,48.882997246,2.2332258571,BELVEDERE,48.876142345,2.2259228541,0.5789292378
#CF009E,T2,BELVEDERE,48.876142345,2.2259228541,SURESNES LONGCHAMP,48.868112325,2.2213763438,0.5923212523
#CF009E,T2,SURESNES LONGCHAMP,48.868112325,2.2213763438,LES COTEAUX,48.857281643,2.2204879827,0.7495047314
#CF009E,T2,LES COTEAUX,48.857281643,2.2204879827,LES MILONS,48.849966396,2.2210491848,0.5061365361
#CF009E,T2,LES MILONS,48.849966396,2.2210491848,PARC DE ST-CLOUD,48.842893832,2.22167777,0.4895590384
#CF009E,T2,PARC DE ST-CLOUD,48.842893832,2.22167777,MUSEE DE SEVRES,48.828759684,2.2251669025,0.9895609544
#CF009E,T2,MUSEE DE SEVRES,48.828759684,2.2251669025,BRIMBORION,48.822123468,2.2313606582,0.5386474935
#CF009E,T2,BRIMBORION,48.822123468,2.2313606582,MEUDON SUR-SEINE,48.819145789,2.2386210142,0.3899861269
#CF009E,T2,MEUDON SUR-SEINE,48.819145789,2.2386210142,LES MOULINEAUX,48.821474528,2.251410827,0.6053798851
#CF009E,T2,LES MOULINEAUX,48.821474528,2.251410827,JACQUES-HENRI LARTIGUE,48.824716352,2.2605797776,0.4745568585
#CF009E,T2,JACQUES-HENRI LARTIGUE,48.824716352,2.2605797776,ISSY - VAL DE SEINE,48.829103646,2.2626560674,0.317619202
#CF009E,T2,ISSY - VAL DE SEINE,48.829103646,2.2626560674,HENRI FARMAN,48.83479819,2.2718103602,0.5737957234
#CF009E,T2,HENRI FARMAN,48.83479819,2.2718103602,SUZANNE LENGLEN,48.833551237,2.2761820445,0.2172442063
#CF009E,T2,SUZANNE LENGLEN,48.833551237,2.2761820445,PORTE D'ISSY,48.83169317,2.2809898203,0.2541430829
#CF009E,T2,PORTE D'ISSY,48.83169317,2.2809898203,PORTE DE VERSAILLES,48.832208305,2.2873604739,0.2927985255
#FF7E2E,T3a,PONT GARIGLIANO - HOPITAL EUROPEEN GEORGE POMPIDOU,48.837880583,2.2711801735,BALARD,48.835718625,2.2789296472,0.3837656053
#FF7E2E,T3a,BALARD,48.835718625,2.2789296472,DESNOUETTES,48.834022489,2.284322768,0.2725096146
#FF7E2E,T3a,DESNOUETTES,48.834022489,2.284322768,PORTE DE VERSAILLES - PARC DES EXPOSITIONS,48.832613025,2.2880271613,0.1950456529
#FF7E2E,T3a,PORTE DE VERSAILLES - PARC DES EXPOSITIONS,48.832613025,2.2880271613,GEORGES BRASSENS,48.829461543,2.2964157463,0.4403131391
#FF7E2E,T3a,GEORGES BRASSENS,48.829461543,2.2964157463,BRANCION,48.828546198,2.3007044793,0.2056312242
#FF7E2E,T3a,BRANCION,48.828546198,2.3007044793,PORTE DE VANVES,48.827271571,2.3064225868,0.2753459065
#FF7E2E,T3a,PORTE DE VANVES,48.827271571,2.3064225868,DIDOT,48.825727285,2.3133383996,0.3330870113
#FF7E2E,T3a,DIDOT,48.825727285,2.3133383996,JEAN MOULIN,48.824568821,2.3186202709,0.2539370335
#FF7E2E,T3a,JEAN MOULIN,48.824568821,2.3186202709,PORTE D'ORLEANS,48.822835142,2.3261615201,0.3643435892
#FF7E2E,T3a,PORTE D'ORLEANS,48.822835142,2.3261615201,MONTSOURIS,48.821217828,2.3338928088,0.3700471757
#FF7E2E,T3a,MONTSOURIS,48.821217828,2.3338928088,CITE UNIVERSITAIRE,48.82004946,2.3391601514,0.2535455726
#FF7E2E,T3a,CITE UNIVERSITAIRE,48.82004946,2.3391601514,STADE CHARLETY - PORTE DE GENTILLY,48.819491931,2.3458019879,0.305510237
#FF7E2E,T3a,STADE CHARLETY - PORTE DE GENTILLY,48.819491931,2.3458019879,POTERNE DES PEUPLIERS,48.820848498,2.3517500953,0.2871455707
#FF7E2E,T3a,POTERNE DES PEUPLIERS,48.820848498,2.3517500953,PORTE D'ITALIE,48.818995705,2.3601879223,0.4057507502
#FF7E2E,T3a,PORTE D'ITALIE,48.818995705,2.3601879223,PORTE DE CHOISY,48.819713907,2.3640808202,0.1844392764
#FF7E2E,T3a,PORTE DE CHOISY,48.819713907,2.3640808202,PORTE D'IVRY,48.821671675,2.3702475859,0.3122191789
#FF7E2E,T3a,PORTE D'IVRY,48.821671675,2.3702475859,MARYSE BASTIE,48.824132011,2.3776674618,0.3788422601
#FF7E2E,T3a,MARYSE BASTIE,48.824132011,2.3776674618,AVENUE DE FRANCE,48.825389094,2.3810305828,0.1763271796
#FF7E2E,T3a,AVENUE DE FRANCE,48.825389094,2.3810305828,BARON LE ROY,48.830174454,2.3931094993,0.6426767861
#FF7E2E,T3a,BARON LE ROY,48.830174454,2.3931094993,PORTE DE CHARENTON,48.831843506,2.3984886704,0.2711509699
#FF7E2E,T3a,PORTE DE CHARENTON,48.831843506,2.3984886704,PORTE DOREE,48.836053743,2.4074521198,0.5018300162
#FF7E2E,T3a,PORTE DOREE,48.836053743,2.4074521198,MONTEMPOIVRE,48.839890492,2.4090367346,0.2747980118
#FF7E2E,T3a,MONTEMPOIVRE,48.839890492,2.4090367346,ALEXANDRA DAVID-NEEL,48.843619616,2.410199314,0.2630840817
#FF7E2E,T3a,ALEXANDRA DAVID-NEEL,48.843619616,2.410199314,PORTE DE VINCENNES,48.846864432,2.4096727924,0.2255011558
#00AE41,T3b,PORTE DE VINCENNES,48.847223924,2.409686912,PORTE DE MONTREUIL,48.853181936,2.4108120075,0.414887692
#00AE41,T3b,PORTE DE MONTREUIL,48.853181936,2.4108120075,MARIE DE MIRIBEL,48.858844637,2.4098121077,0.3939444105
#00AE41,T3b,MARIE DE MIRIBEL,48.858844637,2.4098121077,PORTE DE BAGNOLET,48.863572543,2.4089332971,0.3291501911
#00AE41,T3b,PORTE DE BAGNOLET,48.863572543,2.4089332971,SEVERINE,48.867508894,2.4091294602,0.2721523661
#00AE41,T3b,SEVERINE,48.867508894,2.4091294602,ADRIENNE BOLLAND,48.872002765,2.4087950861,0.3109047001
#00AE41,T3b,ADRIENNE BOLLAND,48.872002765,2.4087950861,PORTE DES LILAS,48.876731095,2.4070984367,0.335760001
#00AE41,T3b,PORTE DES LILAS,48.876731095,2.4070984367,HOPITAL ROBERT DEBRE,48.879493514,2.4011747962,0.3306506503
#00AE41,T3b,HOPITAL ROBERT DEBRE,48.879493514,2.4011747962,BUTTE DU CHAPEAU ROUGE,48.885166743,2.3967800739,0.4402255974
#00AE41,T3b,BUTTE DU CHAPEAU ROUGE,48.885166743,2.3967800739,PORTE DE PANTIN - PARC DE LA VILLETTE,48.888896894,2.3958576137,0.2611629484
#00AE41,T3b,PORTE DE PANTIN - PARC DE LA VILLETTE,48.888896894,2.3958576137,DELPHINE SEYRIG,48.893973618,2.3979214734,0.3631939296
#00AE41,T3b,DELPHINE SEYRIG,48.893973618,2.3979214734,ELLA FITZGERALD - GRANDS MOULINS DE PANTIN,48.897471019,2.3951039826,0.2736521589
#00AE41,T3b,ELLA FITZGERALD - GRANDS MOULINS DE PANTIN,48.897471019,2.3951039826,PORTE DE LA VILLETTE - CITE DES SCIENCES ET DE L'I,48.89769947,2.3867212307,0.3822442312
#00AE41,T3b,PORTE DE LA VILLETTE - CITE DES SCIENCES ET DE L'I,48.89769947,2.3867212307,CANAL SAINT-DENIS,48.898969161,2.3802612355,0.3071122434
#00AE41,T3b,CANAL SAINT-DENIS,48.898969161,2.3802612355,ROSA PARKS,48.897515796,2.3724904415,0.3680016222
#00AE41,T3b,ROSA PARKS,48.897515796,2.3724904415,PORTE D'AUBERVILLIERS,48.898775032,2.368783615,0.1899800227
#00AE41,T3b,PORTE D'AUBERVILLIERS,48.898775032,2.368783615,COLETTE BESSON,48.898668492,2.3633856115,0.2460375914
#00AE41,T3b,COLETTE BESSON,48.898668492,2.3633856115,PORTE DE LA CHAPELLE,48.898579452,2.359268964,0.18765144
#00AE41,T3b,PORTE DE LA CHAPELLE,48.898579452,2.359268964,DIANE ARBUS - PORTE DES POISSONNIERS,48.898436827,2.351608227,0.3491558152
#00AE41,T3b,DIANE ARBUS - PORTE DES POISSONNIERS,48.898436827,2.351608227,PORTE DE CLIGNANCOURT - PUCES DE SAINT-OUEN,48.898086935,2.345106141,0.2972160438
#00AE41,T3b,PORTE DE CLIGNANCOURT - PUCES DE SAINT-OUEN,48.898086935,2.345106141,ANGELIQUE COMPOINT - PORTE DE MONTMARTRE,48.897916436,2.3379089685,0.32811199
#00AE41,T3b,ANGELIQUE COMPOINT - PORTE DE MONTMARTRE,48.897916436,2.3379089685,PORTE DE SAINT-OUEN,48.897745435,2.3295804776,0.3796280651
#00AE41,T3b,PORTE DE SAINT-OUEN,48.897745435,2.3295804776,EPINETTES - POUCHET,48.897637194,2.3248778379,0.2143822915
#00AE41,T3b,EPINETTES - POUCHET,48.897637194,2.3248778379,HONORE DE BALZAC,48.896387184,2.3187171244,0.2936754405
#00AE41,T3b,HONORE DE BALZAC,48.896387184,2.3187171244,PORTE DE CLICHY - TRIBUNAL DE PARIS,48.894714788,2.3142061536,0.2357901892
#00AE41,T3b,PORTE DE CLICHY - TRIBUNAL DE PARIS,48.894714788,2.3142061536,PORTE D'ASNIERES - MARGUERITE LONG,48.889805127,2.3031008427,0.6092187823
#62259D,T5,GARGES-SARCELLES RER,48.976952372,2.3913430457,LOCHERES,48.978653755,2.3844367944,0.3354245431
#62259D,T5,LOCHERES,48.978653755,2.3844367944,PAUL VALERY,48.979311349,2.3802597578,0.1953550593
#62259D,T5,PAUL VALERY,48.979311349,2.3802597578,LES FLANADES,48.976778179,2.3772952252,0.2209648881
#62259D,T5,LES FLANADES,48.976778179,2.3772952252,LES CHOLETTES,48.977696637,2.371398281,0.2756438676
#62259D,T5,LES CHOLETTES,48.977696637,2.371398281,BUTTE PINSON (PARC REGIONAL),48.973609216,2.3658533181,0.3786824141
#62259D,T5,BUTTE PINSON (PARC REGIONAL),48.973609216,2.3658533181,JACQUES PREVERT,48.970859339,2.3657971976,0.1900397045
#62259D,T5,JACQUES PREVERT,48.970859339,2.3657971976,ALCIDE D'ORBIGNY,48.965405152,2.3627914675,0.4009372439
#62259D,T5,ALCIDE D'ORBIGNY,48.965405152,2.3627914675,MAIRIE DE PIERREFITTE,48.963527533,2.3598834657,0.1853126446
#62259D,T5,MAIRIE DE PIERREFITTE,48.963527533,2.3598834657,SUZANNE VALADON,48.958926614,2.3585303984,0.323839314
#62259D,T5,SUZANNE VALADON,48.958926614,2.3585303984,JONCHEROLLES,48.954828772,2.3580374599,0.2840562503
#62259D,T5,JONCHEROLLES,48.954828772,2.3580374599,PETIT PIERREFITTE,48.952321536,2.3577089664,0.1738987128
#62259D,T5,PETIT PIERREFITTE,48.952321536,2.3577089664,GUYNEMER (STADE AUGUSTE DELAUNE),48.948214678,2.3572297966,0.2846284886
#62259D,T5,GUYNEMER (STADE AUGUSTE DELAUNE),48.948214678,2.3572297966,ROGER SEMAT,48.944700909,2.3568873589,0.2433077791
#62259D,T5,ROGER SEMAT,48.944700909,2.3568873589,BAUDELAIRE,48.942139723,2.3565862505,0.1775125825
#62259D,T5,BAUDELAIRE,48.942139723,2.3565862505,MARCHE DE SAINT-DENIS,48.939183116,2.3562577428,0.2048534889
#E2231A,T6,CHATILLON - MONTROUGE,48.81036405,2.3006220245,VAUBAN,48.807386926,2.2941471022,0.3600725046
#E2231A,T6,VAUBAN,48.807386926,2.2941471022,CENTRE DE CHATILLON,48.804293077,2.2888295761,0.3234380218
#E2231A,T6,CENTRE DE CHATILLON,48.804293077,2.2888295761,PARC ANDRE MALRAUX,48.800344655,2.2824523509,0.3989710008
#E2231A,T6,PARC ANDRE MALRAUX,48.800344655,2.2824523509,DIVISION LECLERC,48.794722404,2.2727995332,0.5874618114
#E2231A,T6,DIVISION LECLERC,48.794722404,2.2727995332,SOLEIL LEVANT,48.790348706,2.2632150365,0.5318065024
#E2231A,T6,SOLEIL LEVANT,48.790348706,2.2632150365,HOPITAL BECLERE,48.786999804,2.2550042904,0.440562518
#E2231A,T6,HOPITAL BECLERE,48.786999804,2.2550042904,MAIL DE LA PLAINE,48.783767334,2.2470120155,0.4278715532
#E2231A,T6,MAIL DE LA PLAINE,48.783767334,2.2470120155,PAVE BLANC (PARC NOVEOS),48.780930729,2.2401624084,0.3691258589
#E2231A,T6,PAVE BLANC (PARC NOVEOS),48.780930729,2.2401624084,GEORGES POMPIDOU,48.785044583,2.2369856047,0.3191422451
#E2231A,T6,GEORGES POMPIDOU,48.785044583,2.2369856047,GEORGES MILLANDY,48.783403021,2.2303787276,0.3223092143
#E2231A,T6,GEORGES MILLANDY,48.783403021,2.2303787276,MEUDON-LA-FORET,48.783515172,2.2252781413,0.2330401211
#E2231A,T6,MEUDON-LA-FORET,48.783515172,2.2252781413,VELIZY 2,48.785019604,2.2195351309,0.2820956835
#E2231A,T6,VELIZY 2,48.785019604,2.2195351309,DEWOITINE,48.78344057,2.213486295,0.2969778228
#E2231A,T6,DEWOITINE,48.78344057,2.213486295,INOVEL PARC NORD,48.781548286,2.2089482577,0.245031439
#E2231A,T6,INOVEL PARC NORD,48.781548286,2.2089482577,LOUVOIS,48.780231052,2.1965890249,0.5716884892
#E2231A,T6,LOUVOIS,48.780231052,2.1965890249,MAIRIE DE VELIZY,48.780602705,2.1917327489,0.2232505501
#E2231A,T6,MAIRIE DE VELIZY,48.780602705,2.1917327489,L'ONDE (MAISON DES ARTS),48.782098728,2.1807392815,0.5125553815
#E2231A,T6,L'ONDE (MAISON DES ARTS),48.782098728,2.1807392815,ROBERT WAGNER,48.78515236,2.1790163044,0.2251965904
#E2231A,T6,ROBERT WAGNER,48.78515236,2.1790163044,VIROFLAY - RIVE GAUCHE,48.801032576,2.1713760103,1.1514303682
#E2231A,T6,VIROFLAY - RIVE GAUCHE,48.801032576,2.1713760103,VIROFLAY - RIVE DROITE,48.805639799,2.1688576461,0.3384774859
#704B1C,T7,PORTE DE L'ESSONNE,48.714533524,2.3716329867,AEROPORT D'ORLY,48.729913645,2.368029037,1.0754508653
#704B1C,T7,AEROPORT D'ORLY,48.729913645,2.368029037,COEUR D'ORLY,48.73350799,2.3716183583,0.2976658135
#704B1C,T7,COEUR D'ORLY,48.73350799,2.3716183583,CAROLINE AIGLE (ORLYFRET),48.738856524,2.3698417019,0.3783962924
#704B1C,T7,CAROLINE AIGLE (ORLYFRET),48.738856524,2.3698417019,HELENE BOUCHER (ORLYTECH),48.739838573,2.35981326,0.4633323258
#704B1C,T7,HELENE BOUCHER (ORLYTECH),48.739838573,2.35981326,LA FRATERNELLE,48.741268789,2.3531140687,0.3217248165
#704B1C,T7,LA FRATERNELLE,48.741268789,2.3531140687,ROBERT SCHUMAN (PARC SILIC CENTRE),48.746643782,2.3529118397,0.3715239518
#704B1C,T7,ROBERT SCHUMAN (PARC SILIC CENTRE),48.746643782,2.3529118397,SAARINEN (PARC SILIC NORD),48.750220887,2.3543672853,0.255967302
#704B1C,T7,SAARINEN (PARC SILIC NORD),48.750220887,2.3543672853,PORTE DE RUNGIS,48.752530712,2.355305951,0.165270144
#704B1C,T7,PORTE DE RUNGIS,48.752530712,2.355305951,PLACE DE LA LOGISTIQUE (PLATEFORME SOGARIS),48.752898017,2.3620209827,0.3078678701
#704B1C,T7,PLACE DE LA LOGISTIQUE (PLATEFORME SOGARIS),48.752898017,2.3620209827,LA BELLE EPINE,48.756096182,2.3688601684,0.3827298423
#704B1C,T7,LA BELLE EPINE,48.756096182,2.3688601684,PORTE DE THIAIS (MARCHE INTERNATIONAL),48.759862907,2.3661299157,0.2886250657
#704B1C,T7,PORTE DE THIAIS (MARCHE INTERNATIONAL),48.759862907,2.3661299157,AUGUSTE PERRET (CIMETIERE PARISIEN),48.762837717,2.3671648287,0.2109253656
#704B1C,T7,AUGUSTE PERRET (CIMETIERE PARISIEN),48.762837717,2.3671648287,BRETAGNE,48.76827524,2.3682149242,0.3787808298
#704B1C,T7,BRETAGNE,48.76827524,2.3682149242,MOULIN VERT,48.77177165,2.3679994422,0.2418014195
#704B1C,T7,MOULIN VERT,48.77177165,2.3679994422,DOMAINE CHERIOUX,48.779061042,2.3675685643,0.5040799547
#704B1C,T7,DOMAINE CHERIOUX,48.779061042,2.3675685643,LAMARTINE,48.783276484,2.3672446037,0.291662076
#704B1C,T7,LAMARTINE,48.783276484,2.3672446037,VILLEJUIF - LOUIS ARAGON,48.787554818,2.3669614325,0.2959152103
#837902,T8,SAINT-DENIS - PORTE DE PARIS,48.929746768,2.3571681157,PIERRE DE GEYTER,48.932083992,2.3529133491,0.2522121826
#837902,T8,PIERRE DE GEYTER,48.932083992,2.3529133491,SAINT-DENIS - GARE,48.935886041,2.3472671437,0.3675635877
#837902,T8,SAINT-DENIS - GARE,48.935886041,2.3472671437,PAUL ELUARD,48.939678643,2.3451533743,0.2791827928
#837902,T8,PAUL ELUARD,48.939678643,2.3451533743,DELAUNAY-BELLEVILLE,48.945879365,2.347350938,0.4400026801
#837902,T8,DELAUNAY-BELLEVILLE,48.945879365,2.347350938,CESAR,48.949528301,2.342466901,0.3361450884
#837902,T8,CESAR,48.949528301,2.342466901,JEAN VILAR,48.952790437,2.343449699,0.2298146609
#837902,T8,JEAN VILAR,48.952790437,2.343449699,PABLO NERUDA,48.956142471,2.3436002094,0.2317333811
#837902,T8,PABLO NERUDA,48.956142471,2.3436002094,VILLETANEUSE-UNIVERSITE,48.959404721,2.3417036552,0.2413836762
#837902,T8,VILLETANEUSE-UNIVERSITE,48.959404721,2.3417036552,LACEPEDE,48.956067977,2.3115451044,1.3916089353
#837902,T8,LACEPEDE,48.956067977,2.3115451044,GILBERT BONNEMAISON,48.955366134,2.3077381942,0.1799021338
#837902,T8,GILBERT BONNEMAISON,48.955366134,2.3077381942,EPINAY-SUR-SEINE - GARE,48.955939667,2.3018017525,0.2730424517
#837902,T8,EPINAY-SUR-SEINE - GARE,48.955939667,2.3018017525,EPINAY - ORGEMONT,48.955443335,2.2954293591,0.2920107015
