org,org_lat,org_lon,dst,dst_lat,dst_lon,color,line,dist
Madeleine,48.869794715,2.324612012,Concorde,48.865489391,2.3214117892,#007852,12,0.3313473324
Saint-Lazare,48.875420978,2.3266952721,Madeleine,48.869794715,2.324612012,#007852,12,0.4002095214
Trinité-d'Estienne d'Orves,48.876329037,2.3318045685,Saint-Lazare,48.875420978,2.3266952721,#007852,12,0.2411856677
Notre-Dame de Lorette,48.876050554,2.337908692,Trinité-d'Estienne d'Orves,48.876329037,2.3318045685,#007852,12,0.278887191
Saint-Georges,48.878593955,2.3378269689,Notre-Dame de Lorette,48.876050554,2.337908692,#007852,12,0.1757911467
Pigalle,48.88202709,2.3372138017,Saint-Georges,48.878593955,2.3378269689,#007852,12,0.2388736021
Abbesses,48.884399715,2.3383993842,Pigalle,48.88202709,2.3372138017,#007852,12,0.1726246191
Lamarck-Caulaincourt,48.889738108,2.3391490867,Abbesses,48.884399715,2.3383993842,#007852,12,0.3704677802
Jules Joffrin,48.892496977,2.3443284106,Lamarck-Caulaincourt,48.889738108,2.3391490867,#007852,12,0.3033813794
Marcadet-Poissonniers,48.891606823,2.349548311,Jules Joffrin,48.892496977,2.3443284106,#007852,12,0.2456700122
Marx-Dormoy,48.890374081,2.3597970087,Marcadet-Poissonniers,48.891606823,2.349548311,#007852,12,0.4746976267
Porte de la Chapelle,48.897959343,2.3592550696,Marx-Dormoy,48.890374081,2.3597970087,#007852,12,0.5247324103
Front Populaire,48.906666588,2.3652301359,Porte de la Chapelle,48.897959343,2.3592550696,#007852,12,0.6603889665
Malakoff-Rue Etienne Dolet,48.814704061,2.2972847302,Châtillon Montrouge,48.810283364,2.301288871,#6EC4E8,13,0.3559577924
Malakoff-Plateau de Vanves,48.822442694,2.2979321053,Malakoff-Rue Etienne Dolet,48.814704061,2.2972847302,#6EC4E8,13,0.5355575642
Porte de Vanves,48.827765327,2.3043123508,Malakoff-Plateau de Vanves,48.822442694,2.2979321053,#6EC4E8,13,0.4690581317
Plaisance,48.831758094,2.3138665498,Porte de Vanves,48.827765327,2.3043123508,#6EC4E8,13,0.5158599227
Pernety,48.83393382,2.3179089722,Plaisance,48.831758094,2.3138665498,#6EC4E8,13,0.237929542
Gaîté,48.838751821,2.3225091862,Pernety,48.83393382,2.3179089722,#6EC4E8,13,0.3935398633
Montparnasse-Bienvenue,48.84207702,2.3210104496,Gaîté,48.838751821,2.3225091862,#6EC4E8,13,0.2397266624
Duroc,48.846992501,2.3165423448,Montparnasse-Bienvenue,48.84207702,2.3210104496,#6EC4E8,13,0.3961036179
Saint-François-Xavier,48.85098256,2.3144298646,Duroc,48.846992501,2.3165423448,#6EC4E8,13,0.2920620426
Varenne,48.856393069,2.3147543648,Saint-François-Xavier,48.85098256,2.3144298646,#6EC4E8,13,0.3741630485
Invalides,48.86085079,2.3145481126,Varenne,48.856393069,2.3147543648,#6EC4E8,13,0.3081756814
Champs-Elysées-Clémenceau,48.86736657,2.3141910634,Invalides,48.86085079,2.3145481126,#6EC4E8,13,0.4505404174
Miromesnil,48.873460326,2.3160412889,Champs-Elysées-Clémenceau,48.86736657,2.3141910634,#6EC4E8,13,0.4294480246
Saint-Lazare,48.876067814,2.3241881008,Miromesnil,48.873460326,2.3160412889,#6EC4E8,13,0.4127426657
Liège,48.879537166,2.3268579473,Saint-Lazare,48.876067814,2.3241881008,#6EC4E8,13,0.2688509295
Place de Clichy,48.883204,2.3272660246,Liège,48.879537166,2.3268579473,#6EC4E8,13,0.2540638457
La Fourche,48.887436843,2.325725222,Place de Clichy,48.883204,2.3272660246,#6EC4E8,13,0.3008042697
Brochant,48.890626633,2.3201911213,La Fourche,48.887436843,2.325725222,#6EC4E8,13,0.3349287622
Porte de Clichy,48.89443606,2.3135656655,Brochant,48.890626633,2.3201911213,#6EC4E8,13,0.4005352672
Mairie de Clichy,48.904005432,2.3053681209,Porte de Clichy,48.89443606,2.3135656655,#6EC4E8,13,0.7594326856
Gabriel-Péri,48.916574836,2.2943289647,Mairie de Clichy,48.904005432,2.3053681209,#6EC4E8,13,1.0036073459
Les Agnettes,48.922916332,2.2859638966,Gabriel-Péri,48.916574836,2.2943289647,#6EC4E8,13,0.580640915
Asnières-Gennevilliers Les Courtilles,48.930293623,2.2837606332,Les Agnettes,48.922916332,2.2859638966,#6EC4E8,13,0.5195606589
Basilique de Saint-Denis,48.936477493,2.3596397453,Asnières-Gennevilliers Les Courtilles,48.930293623,2.2837606332,#6EC4E8,13,3.4809103726
Saint-Denis-Université,48.946110872,2.362045193,Basilique de Saint-Denis,48.936477493,2.3596397453,#6EC4E8,13,0.6746293842
Madeleine,48.869578971,2.3241624888,Saint-Lazare,48.87553767,2.32519649,#62259D,14,0.4144408904
Pyramides,48.866613831,2.3344075309,Madeleine,48.869578971,2.3241624888,#62259D,14,0.5100064013
Châtelet,48.858956181,2.3473612552,Pyramides,48.866613831,2.3344075309,#62259D,14,0.7929603335
Gare de Lyon,48.844652151,2.3731081475,Châtelet,48.858956181,2.3473612552,#62259D,14,1.5347576031
Bercy,48.840542783,2.3794094631,Gare de Lyon,48.844652151,2.3731081475,#62259D,14,0.4040216856
Cour Saint-Emilion,48.833520861,2.3862652367,Bercy,48.840542783,2.3794094631,#62259D,14,0.5772650011
Bibliothèque-François Mitterrand,48.829830695,2.3761200093,Cour Saint-Emilion,48.833520861,2.3862652367,#62259D,14,0.5284193269
Olympiades,48.826948282,2.3670384334,Bibliothèque-François Mitterrand,48.829830695,2.3761200093,#62259D,14,0.4597153915
Orly 1-2-3,48.729564991,2.3595642394,Antony,48.754494894,2.3007701501,#050D9E,orv,3.1917467649
Orly 4,48.728924576,2.3693599439,Orly 1-2-3,48.729564991,2.3595642394,#050D9E,orv,0.4499701748
Le Vésinet-Le Pecq,48.898350894,2.1218289254,Saint-Germain-en-Laye,48.898478199,2.0945388041,#E2231A,A,1.2433482595
Le Vésinet-Centre,48.890095706,2.1343746143,Le Vésinet-Le Pecq,48.898350894,2.1218289254,#E2231A,A,0.8075613697
Chatou-Croissy,48.885196016,2.1556393056,Le Vésinet-Centre,48.890095706,2.1343746143,#E2231A,A,1.0264576855
Rueil-Malmaison,48.887168137,2.1706233783,Chatou-Croissy,48.885196016,2.1556393056,#E2231A,A,0.6962953716
Nanterre-Ville,48.895325147,2.1958404739,Rueil-Malmaison,48.887168137,2.1706233783,#E2231A,A,1.2798419354
Nanterre-Université,48.900989014,2.2137917122,Nanterre-Ville,48.895325147,2.1958404739,#E2231A,A,0.9066728395
Nanterre-Préfecture,48.895659932,2.2231003281,Nanterre-Université,48.900989014,2.2137917122,#E2231A,A,0.5616594974
La Défense (Grande Arche),48.892005654,2.2369831238,Nanterre-Préfecture,48.895659932,2.2231003281,#E2231A,A,0.6810874657
Charles de Gaulle-Etoile,48.873904099,2.295031901,La Défense (Grande Arche),48.892005654,2.2369831238,#E2231A,A,2.9262817299
Auber,48.87260818,2.3297068164,Charles de Gaulle-Etoile,48.873904099,2.295031901,#E2231A,A,1.583090144
Châtelet-Les Halles,48.861463711,2.3468441316,Auber,48.87260818,2.3297068164,#E2231A,A,1.0969947807
Gare de Lyon,48.844472156,2.3739114213,Châtelet-Les Halles,48.861463711,2.3468441316,#E2231A,A,1.703535492
Nation,48.84844482,2.3959072371,Gare de Lyon,48.844472156,2.3739114213,#E2231A,A,1.0400333401
Vincennes,48.847323871,2.4335315969,Nation,48.84844482,2.3959072371,#E2231A,A,1.717611727
Fontenay-sous-Bois,48.843411859,2.4648154033,Vincennes,48.847323871,2.4335315969,#E2231A,A,1.4521563962
Nogent-sur-Marne,48.835108774,2.4716839162,Fontenay-sous-Bois,48.843411859,2.4648154033,#E2231A,A,0.6537121389
Joinville-le-Pont,48.821069678,2.4638349563,Nogent-sur-Marne,48.835108774,2.4716839162,#E2231A,A,1.0340893218
Saint-Maur Créteil,48.806419609,2.4720450509,Joinville-le-Pont,48.821069678,2.4638349563,#E2231A,A,1.0794362663
Le Parc de Saint-Maur,48.805280012,2.4855943248,Saint-Maur Créteil,48.806419609,2.4720450509,#E2231A,A,0.6234269069
Champigny,48.807035802,2.5099016684,Le Parc de Saint-Maur,48.805280012,2.4855943248,#E2231A,A,1.1160747006
La Varenne-Chennevières,48.794933545,2.5130447577,Champigny,48.807035802,2.5099016684,#E2231A,A,0.8484859796
Sucy Bonneuil,48.771051533,2.5075112683,La Varenne-Chennevières,48.794933545,2.5130447577,#E2231A,A,1.6694778643
Boissy-Saint-Léger,48.752988645,2.505222846,Sucy Bonneuil,48.771051533,2.5075112683,#E2231A,A,1.2525099509
Torcy,48.839597138,2.6545815812,Boissy-Saint-Léger,48.752988645,2.505222846,#E2231A,A,9.0723892856
Bussy-Saint-Georges,48.836650828,2.7098540585,Torcy,48.839597138,2.6545815812,#E2231A,A,2.5294058923
Val d'europe,48.855497048,2.7736084332,Bussy-Saint-Georges,48.836650828,2.7098540585,#E2231A,A,3.1859494941
Marne-la-Vallée Chessy,48.870167774,2.7824920526,Val d'europe,48.855497048,2.7736084332,#E2231A,A,1.0916725961
Blanc-Mesnil,48.93220117,2.4767508712,Aulnay-sous-Bois,48.932108763,2.4933095626,#7BA3DC,B,0.7539205282
Drancy,48.932709809,2.4551053452,Blanc-Mesnil,48.93220117,2.4767508712,#7BA3DC,B,0.9861104469
Le Bourget,48.93068623,2.4256937696,Drancy,48.932709809,2.4551053452,#7BA3DC,B,1.3463602917
La Courneuve-Aubervilliers,48.924023435,2.3844006647,Le Bourget,48.93068623,2.4256937696,#7BA3DC,B,1.9357465795
La Plaine-Stade de France,48.918116641,2.3626045186,La Courneuve-Aubervilliers,48.924023435,2.3844006647,#7BA3DC,B,1.0732152245
Gare du Nord,48.880839206,2.3565770154,La Plaine-Stade de France,48.918116641,2.3626045186,#7BA3DC,B,2.5905153517
Châtelet-Les Halles,48.861796248,2.3468033287,Gare du Nord,48.880839206,2.3565770154,#7BA3DC,B,1.3892619868
Saint-Michel Notre-Dame,48.853680781,2.3442413996,Châtelet-Les Halles,48.861796248,2.3468033287,#7BA3DC,B,0.5728226375
Luxembourg,48.846778559,2.3404411812,Saint-Michel Notre-Dame,48.853680781,2.3442413996,#7BA3DC,B,0.5074576564
Port-Royal,48.839885166,2.3368734409,Luxembourg,48.846778559,2.3404411812,#7BA3DC,B,0.5033649168
Denfert-Rochereau,48.833315186,2.3334427638,Port-Royal,48.839885166,2.3368734409,#7BA3DC,B,0.4802040478
Cité Universitaire,48.820768472,2.3394051703,Denfert-Rochereau,48.833315186,2.3334427638,#7BA3DC,B,0.9086585364
Gentilly,48.815249979,2.3409291775,Cité Universitaire,48.820768472,2.3394051703,#7BA3DC,B,0.3876192636
Laplace,48.807583413,2.3333494015,Gentilly,48.815249979,2.3409291775,#7BA3DC,B,0.6327032707
Arcueil-Cachan,48.798442508,2.328044199,Laplace,48.807583413,2.3333494015,#7BA3DC,B,0.6764674959
Bagneux,48.793228768,2.3208488828,Arcueil-Cachan,48.798442508,2.328044199,#7BA3DC,B,0.4875403961
Bourg-la-Reine,48.780050938,2.312162626,Bagneux,48.793228768,2.3208488828,#7BA3DC,B,0.9932158428
Sceaux,48.781484949,2.2972966909,Bourg-la-Reine,48.780050938,2.312162626,#7BA3DC,B,0.6860623303
Fontenay-aux-Roses,48.787630848,2.292095993,Sceaux,48.781484949,2.2972966909,#7BA3DC,B,0.4865692879
Robinson,48.780031321,2.2810593785,Fontenay-aux-Roses,48.787630848,2.292095993,#7BA3DC,B,0.7278336695
Bagneux,48.793228768,2.3208488828,Robinson,48.780031321,2.2810593785,#7BA3DC,B,2.0328474137
Bourg-la-Reine,48.780050938,2.312162626,Bagneux,48.793228768,2.3208488828,#7BA3DC,B,0.9932158428
Sceaux,48.781484949,2.2972966909,Bourg-la-Reine,48.780050938,2.312162626,#7BA3DC,B,0.6860623303
Fontenay-aux-Roses,48.787630848,2.292095993,Sceaux,48.781484949,2.2972966909,#7BA3DC,B,0.4865692879
Robinson,48.780031321,2.2810593785,Fontenay-aux-Roses,48.787630848,2.292095993,#7BA3DC,B,0.7278336695
Bures-sur-Yvette,48.69573265,2.1630896752,Robinson,48.780031321,2.2810593785,#7BA3DC,B,7.9373749875
La Hacquinière,48.695060732,2.1526641368,Bures-sur-Yvette,48.69573265,2.1630896752,#7BA3DC,B,0.4791548537
Gif-sur-Yvette,48.69819921,2.1369288994,La Hacquinière,48.695060732,2.1526641368,#7BA3DC,B,0.7517276223
Courcelle-sur-Yvette,48.70093369,2.0990454282,Gif-sur-Yvette,48.69819921,2.1369288994,#7BA3DC,B,1.7430491956
Saint-Rémy-lès-Chevreuse,48.702868684,2.0706002145,Courcelle-sur-Yvette,48.70093369,2.0990454282,#7BA3DC,B,1.307867165
Saint-Rémy-lès-Chevreuse,48.702868684,2.0706002145,Saint-Rémy-lès-Chevreuse,48.702868684,2.0706002145,#7BA3DC,B,0
La Hacquinière,48.695060732,2.1526641368,Saint-Rémy-lès-Chevreuse,48.702868684,2.0706002145,#7BA3DC,B,3.7921971769
Gif-sur-Yvette,48.69819921,2.1369288994,La Hacquinière,48.695060732,2.1526641368,#7BA3DC,B,0.7517276223
Courcelle-sur-Yvette,48.70093369,2.0990454282,Gif-sur-Yvette,48.69819921,2.1369288994,#7BA3DC,B,1.7430491956
Saint-Rémy-lès-Chevreuse,48.702868684,2.0706002145,Courcelle-sur-Yvette,48.70093369,2.0990454282,#7BA3DC,B,1.307867165
La Hacquinière,48.695060732,2.1526641368,Saint-Rémy-lès-Chevreuse,48.702868684,2.0706002145,#7BA3DC,B,3.7921971769
Gif-sur-Yvette,48.69819921,2.1369288994,La Hacquinière,48.695060732,2.1526641368,#7BA3DC,B,0.7517276223
Courcelle-sur-Yvette,48.70093369,2.0990454282,Gif-sur-Yvette,48.69819921,2.1369288994,#7BA3DC,B,1.7430491956
Saint-Rémy-lès-Chevreuse,48.702868684,2.0706002145,Courcelle-sur-Yvette,48.70093369,2.0990454282,#7BA3DC,B,1.307867165
PETIT NOISY,48.90002259,2.4652682832,GARE DE NOISY-LE-SEC,48.895803743,2.4604190621,#003CA6,T1,0.3657842465
PONT DE BONDY,48.904726603,2.4700513746,PETIT NOISY,48.90002259,2.4652682832,#003CA6,T1,0.3913296516
AUGUSTE DELAUNE,48.906723202,2.4603086864,PONT DE BONDY,48.904726603,2.4700513746,#003CA6,T1,0.4647555635
JEAN ROSTAND,48.907834689,2.4542716481,AUGUSTE DELAUNE,48.906723202,2.4603086864,#003CA6,T1,0.2855186255
BOBIGNY - PABLO PICASSO,48.9066436,2.4499199449,JEAN ROSTAND,48.907834689,2.4542716481,#003CA6,T1,0.2146335652
HOTEL DE VILLE DE BOBIGNY,48.906676468,2.4434851094,BOBIGNY - PABLO PICASSO,48.9066436,2.4499199449,#003CA6,T1,0.2931267808
LIBERATION,48.906986138,2.4387686026,HOTEL DE VILLE DE BOBIGNY,48.906676468,2.4434851094,#003CA6,T1,0.2159074027
LA FERME,48.909737143,2.4376287301,LIBERATION,48.906986138,2.4387686026,#003CA6,T1,0.197061471
ESCADRILLE NORMANDIE-NIEMEN,48.912902739,2.4350305951,LA FERME,48.909737143,2.4376287301,#003CA6,T1,0.2487054325
GASTON ROULAUD,48.914254052,2.4309698355,ESCADRILLE NORMANDIE-NIEMEN,48.912902739,2.4350305951,#003CA6,T1,0.2071849218
HOPITAL AVICENNE,48.915866684,2.42579119,GASTON ROULAUD,48.914254052,2.4309698355,#003CA6,T1,0.2608567583
DRANCY - AVENIR,48.918083495,2.4172859438,HOPITAL AVICENNE,48.915866684,2.42579119,#003CA6,T1,0.4165392468
MAURICE LACHATRE,48.919091976,2.4143420096,DRANCY - AVENIR,48.918083495,2.4172859438,#003CA6,T1,0.1510992069
LA COURNEUVE - 8 MAI 1945,48.920549824,2.411248598,MAURICE LACHATRE,48.919091976,2.4143420096,#003CA6,T1,0.1731870458
DANTON,48.922835208,2.4067651178,LA COURNEUVE - 8 MAI 1945,48.920549824,2.411248598,#003CA6,T1,0.2581179873
STADE GEO ANDRE,48.924446512,2.4020758267,DANTON,48.922835208,2.4067651178,#003CA6,T1,0.2408189151
HOTEL DE VILLE DE LA COURNEUVE,48.927416823,2.3929143193,STADE GEO ANDRE,48.924446512,2.4020758267,#003CA6,T1,0.4649227964
LA COURNEUVE - SIX ROUTES,48.930242387,2.3843790474,HOTEL DE VILLE DE LA COURNEUVE,48.927416823,2.3929143193,#003CA6,T1,0.4349161257
COSMONAUTES,48.931817368,2.3782152527,LA COURNEUVE - SIX ROUTES,48.930242387,2.3843790474,#003CA6,T1,0.3009997154
HOPITAL DELAFONTAINE,48.933616947,2.3711918916,COSMONAUTES,48.931817368,2.3782152527,#003CA6,T1,0.3430894284
CIMETIERE DE SAINT-DENIS,48.936422657,2.364073078,HOPITAL DELAFONTAINE,48.933616947,2.3711918916,#003CA6,T1,0.3776561108
BASILIQUE DE SAINT-DENIS,48.937618355,2.3620002027,CIMETIERE DE SAINT-DENIS,48.936422657,2.364073078,#003CA6,T1,0.125426374
MARCHE DE SAINT-DENIS,48.938635016,2.3556436661,BASILIQUE DE SAINT-DENIS,48.937618355,2.3620002027,#003CA6,T1,0.2977754069
THEATRE GERARD PHILIPE,48.937251775,2.3500502359,MARCHE DE SAINT-DENIS,48.938635016,2.3556436661,#003CA6,T1,0.2719807683
GARE DE SAINT-DENIS,48.93603897,2.345248306,THEATRE GERARD PHILIPE,48.937251775,2.3500502359,#003CA6,T1,0.2341194552
L'ILE-SAINT-DENIS,48.93588643,2.3399692331,GARE DE SAINT-DENIS,48.93603897,2.345248306,#003CA6,T1,0.2405613924
MAIRIE DE VILLENEUVE-LA GARENNE,48.935778578,2.3341172701,L'ILE-SAINT-DENIS,48.93588643,2.3399692331,#003CA6,T1,0.2665161422
LA NOUE,48.935131108,2.3268058643,MAIRIE DE VILLENEUVE-LA GARENNE,48.935778578,2.3341172701,#003CA6,T1,0.3358494059
CHEMIN DES RENIERS,48.934771064,2.3215952045,LA NOUE,48.935131108,2.3268058643,#003CA6,T1,0.2385217471
PARC DES CHANTERAINES,48.93408673,2.3135202468,CHEMIN DES RENIERS,48.934771064,2.3215952045,#003CA6,T1,0.3706535234
GARE DE GENNEVILLIERS,48.933438207,2.3070277563,PARC DES CHANTERAINES,48.93408673,2.3135202468,#003CA6,T1,0.298962161
TIMBAUD,48.933499386,2.3008350122,GARE DE GENNEVILLIERS,48.933438207,2.3070277563,#003CA6,T1,0.2819710597
LE VILLAGE,48.933398479,2.2946423866,TIMBAUD,48.933499386,2.3008350122,#003CA6,T1,0.282020296
LE LUTH,48.931733536,2.2884512588,LE VILLAGE,48.933398479,2.2946423866,#003CA6,T1,0.3044466901
LES COURTILLES,48.930113627,2.2831879628,LE LUTH,48.931733536,2.2884512588,#003CA6,T1,0.264491457
QUATRE ROUTES,48.927404367,2.2745983949,LES COURTILLES,48.930113627,2.2831879628,#003CA6,T1,0.4335969034
PARC PIERRE LAGRAVERE,48.917580644,2.2244020004,PONT DE BEZONS,48.923325386,2.2173115375,#CF009E,T2,0.511709172
VICTOR BASCH,48.913757224,2.2298643857,PARC PIERRE LAGRAVERE,48.917580644,2.2244020004,#CF009E,T2,0.3628960536
JACQUELINE AURIOL,48.910687372,2.2340701231,VICTOR BASCH,48.913757224,2.2298643857,#CF009E,T2,0.2858214491
CHARLEBOURG,48.907437579,2.2382211718,JACQUELINE AURIOL,48.910687372,2.2340701231,#CF009E,T2,0.2935647655
LES FAUVELLES,48.902432659,2.2392940456,CHARLEBOURG,48.907437579,2.2382211718,#CF009E,T2,0.3492830008
FAUBOURG DE L'ARCHE,48.896807298,2.2399998438,LES FAUVELLES,48.902432659,2.2392940456,#CF009E,T2,0.3900475437
LA DEFENSE,48.893066505,2.2374172216,FAUBOURG DE L'ARCHE,48.896807298,2.2399998438,#CF009E,T2,0.2840162517
PUTEAUX,48.882997246,2.2332258571,LA DEFENSE,48.893066505,2.2374172216,#CF009E,T2,0.7215355156
BELVEDERE,48.876142345,2.2259228541,PUTEAUX,48.882997246,2.2332258571,#CF009E,T2,0.5789292378
SURESNES LONGCHAMP,48.868112325,2.2213763438,BELVEDERE,48.876142345,2.2259228541,#CF009E,T2,0.5923212523
LES COTEAUX,48.857281643,2.2204879827,SURESNES LONGCHAMP,48.868112325,2.2213763438,#CF009E,T2,0.7495047314
LES MILONS,48.849966396,2.2210491848,LES COTEAUX,48.857281643,2.2204879827,#CF009E,T2,0.5061365361
PARC DE ST-CLOUD,48.842893832,2.22167777,LES MILONS,48.849966396,2.2210491848,#CF009E,T2,0.4895590384
MUSEE DE SEVRES,48.828759684,2.2251669025,PARC DE ST-CLOUD,48.842893832,2.22167777,#CF009E,T2,0.9895609544
BRIMBORION,48.822123468,2.2313606582,MUSEE DE SEVRES,48.828759684,2.2251669025,#CF009E,T2,0.5386474935
MEUDON SUR-SEINE,48.819145789,2.2386210142,BRIMBORION,48.822123468,2.2313606582,#CF009E,T2,0.3899861269
LES MOULINEAUX,48.821474528,2.251410827,MEUDON SUR-SEINE,48.819145789,2.2386210142,#CF009E,T2,0.6053798851
JACQUES-HENRI LARTIGUE,48.824716352,2.2605797776,LES MOULINEAUX,48.821474528,2.251410827,#CF009E,T2,0.4745568585
ISSY - VAL DE SEINE,48.829103646,2.2626560674,JACQUES-HENRI LARTIGUE,48.824716352,2.2605797776,#CF009E,T2,0.317619202
HENRI FARMAN,48.83479819,2.2718103602,ISSY - VAL DE SEINE,48.829103646,2.2626560674,#CF009E,T2,0.5737957234
SUZANNE LENGLEN,48.833551237,2.2761820445,HENRI FARMAN,48.83479819,2.2718103602,#CF009E,T2,0.2172442063
PORTE D'ISSY,48.83169317,2.2809898203,SUZANNE LENGLEN,48.833551237,2.2761820445,#CF009E,T2,0.2541430829
PORTE DE VERSAILLES,48.832208305,2.2873604739,PORTE D'ISSY,48.83169317,2.2809898203,#CF009E,T2,0.2927985255
BALARD,48.835718625,2.2789296472,PONT GARIGLIANO - HOPITAL EUROPEEN GEORGE POMPIDOU,48.837880583,2.2711801735,#FF7E2E,T3a,0.3837656053
DESNOUETTES,48.834022489,2.284322768,BALARD,48.835718625,2.2789296472,#FF7E2E,T3a,0.2725096146
PORTE DE VERSAILLES - PARC DES EXPOSITIONS,48.832613025,2.2880271613,DESNOUETTES,48.834022489,2.284322768,#FF7E2E,T3a,0.1950456529
GEORGES BRASSENS,48.829461543,2.2964157463,PORTE DE VERSAILLES - PARC DES EXPOSITIONS,48.832613025,2.2880271613,#FF7E2E,T3a,0.4403131391
BRANCION,48.828546198,2.3007044793,GEORGES BRASSENS,48.829461543,2.2964157463,#FF7E2E,T3a,0.2056312242
PORTE DE VANVES,48.827271571,2.3064225868,BRANCION,48.828546198,2.3007044793,#FF7E2E,T3a,0.2753459065
DIDOT,48.825727285,2.3133383996,PORTE DE VANVES,48.827271571,2.3064225868,#FF7E2E,T3a,0.3330870113
JEAN MOULIN,48.824568821,2.3186202709,DIDOT,48.825727285,2.3133383996,#FF7E2E,T3a,0.2539370335
PORTE D'ORLEANS,48.822835142,2.3261615201,JEAN MOULIN,48.824568821,2.3186202709,#FF7E2E,T3a,0.3643435892
MONTSOURIS,48.821217828,2.3338928088,PORTE D'ORLEANS,48.822835142,2.3261615201,#FF7E2E,T3a,0.3700471757
CITE UNIVERSITAIRE,48.82004946,2.3391601514,MONTSOURIS,48.821217828,2.3338928088,#FF7E2E,T3a,0.2535455726
STADE CHARLETY - PORTE DE GENTILLY,48.819491931,2.3458019879,CITE UNIVERSITAIRE,48.82004946,2.3391601514,#FF7E2E,T3a,0.305510237
POTERNE DES PEUPLIERS,48.820848498,2.3517500953,STADE CHARLETY - PORTE DE GENTILLY,48.819491931,2.3458019879,#FF7E2E,T3a,0.2871455707
PORTE D'ITALIE,48.818995705,2.3601879223,POTERNE DES PEUPLIERS,48.820848498,2.3517500953,#FF7E2E,T3a,0.4057507502
PORTE DE CHOISY,48.819713907,2.3640808202,PORTE D'ITALIE,48.818995705,2.3601879223,#FF7E2E,T3a,0.1844392764
PORTE D'IVRY,48.821671675,2.3702475859,PORTE DE CHOISY,48.819713907,2.3640808202,#FF7E2E,T3a,0.3122191789
MARYSE BASTIE,48.824132011,2.3776674618,PORTE D'IVRY,48.821671675,2.3702475859,#FF7E2E,T3a,0.3788422601
AVENUE DE FRANCE,48.825389094,2.3810305828,MARYSE BASTIE,48.824132011,2.3776674618,#FF7E2E,T3a,0.1763271796
BARON LE ROY,48.830174454,2.3931094993,AVENUE DE FRANCE,48.825389094,2.3810305828,#FF7E2E,T3a,0.6426767861
PORTE DE CHARENTON,48.831843506,2.3984886704,BARON LE ROY,48.830174454,2.3931094993,#FF7E2E,T3a,0.2711509699
PORTE DOREE,48.836053743,2.4074521198,PORTE DE CHARENTON,48.831843506,2.3984886704,#FF7E2E,T3a,0.5018300162
MONTEMPOIVRE,48.839890492,2.4090367346,PORTE DOREE,48.836053743,2.4074521198,#FF7E2E,T3a,0.2747980118
ALEXANDRA DAVID-NEEL,48.843619616,2.410199314,MONTEMPOIVRE,48.839890492,2.4090367346,#FF7E2E,T3a,0.2630840817
PORTE DE VINCENNES,48.846864432,2.4096727924,ALEXANDRA DAVID-NEEL,48.843619616,2.410199314,#FF7E2E,T3a,0.2255011558
PORTE DE MONTREUIL,48.853181936,2.4108120075,PORTE DE VINCENNES,48.847223924,2.409686912,#00AE41,T3b,0.414887692
MARIE DE MIRIBEL,48.858844637,2.4098121077,PORTE DE MONTREUIL,48.853181936,2.4108120075,#00AE41,T3b,0.3939444105
PORTE DE BAGNOLET,48.863572543,2.4089332971,MARIE DE MIRIBEL,48.858844637,2.4098121077,#00AE41,T3b,0.3291501911
SEVERINE,48.867508894,2.4091294602,PORTE DE BAGNOLET,48.863572543,2.4089332971,#00AE41,T3b,0.2721523661
ADRIENNE BOLLAND,48.872002765,2.4087950861,SEVERINE,48.867508894,2.4091294602,#00AE41,T3b,0.3109047001
PORTE DES LILAS,48.876731095,2.4070984367,ADRIENNE BOLLAND,48.872002765,2.4087950861,#00AE41,T3b,0.335760001
HOPITAL ROBERT DEBRE,48.879493514,2.4011747962,PORTE DES LILAS,48.876731095,2.4070984367,#00AE41,T3b,0.3306506503
BUTTE DU CHAPEAU ROUGE,48.885166743,2.3967800739,HOPITAL ROBERT DEBRE,48.879493514,2.4011747962,#00AE41,T3b,0.4402255974
PORTE DE PANTIN - PARC DE LA VILLETTE,48.888896894,2.3958576137,BUTTE DU CHAPEAU ROUGE,48.885166743,2.3967800739,#00AE41,T3b,0.2611629484
DELPHINE SEYRIG,48.893973618,2.3979214734,PORTE DE PANTIN - PARC DE LA VILLETTE,48.888896894,2.3958576137,#00AE41,T3b,0.3631939296
ELLA FITZGERALD - GRANDS MOULINS DE PANTIN,48.897471019,2.3951039826,DELPHINE SEYRIG,48.893973618,2.3979214734,#00AE41,T3b,0.2736521589
PORTE DE LA VILLETTE - CITE DES SCIENCES ET DE L'I,48.89769947,2.3867212307,ELLA FITZGERALD - GRANDS MOULINS DE PANTIN,48.897471019,2.3951039826,#00AE41,T3b,0.3822442312
CANAL SAINT-DENIS,48.898969161,2.3802612355,PORTE DE LA VILLETTE - CITE DES SCIENCES ET DE L'I,48.89769947,2.3867212307,#00AE41,T3b,0.3071122434
ROSA PARKS,48.897515796,2.3724904415,CANAL SAINT-DENIS,48.898969161,2.3802612355,#00AE41,T3b,0.3680016222
PORTE D'AUBERVILLIERS,48.898775032,2.368783615,ROSA PARKS,48.897515796,2.3724904415,#00AE41,T3b,0.1899800227
COLETTE BESSON,48.898668492,2.3633856115,PORTE D'AUBERVILLIERS,48.898775032,2.368783615,#00AE41,T3b,0.2460375914
